bestbuy_sku,bb_name,bb_model,bb_upc,bb_regular_price,bb_sale_price,bb_on_sale,bb_dollar_savings,bb_percent_savings,bb_price_updated,bb_url
6544731,"Sony - 98"" Class BRAVIA XR X90L LED 4K UHD Smart Google TV (2023)",XR98X90L,027242927414,6199.99,3409.99,True,2790.0,45.0,2026-04-03T00:01:24,https://api.bestbuy.com/click/-/6544731/pdp
6579196,"Hisense - 85"" Class U7 Series Mini-LED 4K UHD QLED Smart Google TV (2024)",85U7N,888143017686,1299.99,899.99,True,400.0,30.77,2026-03-25T00:04:50,https://api.bestbuy.com/click/-/6579196/pdp
6576594,Samsung - 75” Class LS03D The Frame Series QLED 4K with Anti-Reflection and Slim Fit Wall Mount Included (2024),QN75LS03DAFXZA,887276822891,2199.99,2199.99,False,0.0,0.0,2026-04-20T00:03:07,https://api.bestbuy.com/click/-/6576594/pdp
6578055,"LG - 77"" Class B4 Series OLED 4K UHD Smart webOS TV (2024)",OLED77B4PUA,195174077221,1599.99,1529.99,True,70.0,4.38,2025-08-11T00:27:43,https://api.bestbuy.com/click/-/6578055/pdp
6578573,"Sony - 55"" class BRAVIA 7 Mini LED QLED 4K UHD Smart Google TV (2024)",K55XR70,027242930032,1599.99,1399.99,True,200.0,12.5,2026-03-02T00:02:54,https://api.bestbuy.com/click/-/6578573/pdp
6578049,"LG - 55"" Class G4 Series OLED evo 4K UHD Smart webOS TV (2024)",OLED55G4SUB,195174077177,1999.99,1899.99,True,100.0,5.0,2025-11-14T06:14:35,https://api.bestbuy.com/click/-/6578049/pdp
6553380,"Sony - 77"" class BRAVIA XR A95L OLED 4K UHD Smart Google TV (2023)",XR77A95L,027242927476,4999.99,4499.99,True,500.0,10.0,2026-04-20T00:02:57,https://api.bestbuy.com/click/-/6553380/pdp
6576434,Samsung - 75” Class QN85D Series NEO QLED 4K Mini LED Smart Tizen TV (2024),QN75QN85DBFXZA,887276826745,2499.99,1624.99,True,875.0,35.0,2026-02-06T02:01:05,https://api.bestbuy.com/click/-/6576434/pdp
6576427,Samsung - 75” Class QN90D Series Neo QLED 4K Mini LED Smart Tizen TV (2024),QN75QN90DAFXZA,887276816845,1799.99,999.99,True,800.0,44.44,2026-04-20T19:00:25,https://api.bestbuy.com/click/-/6576427/pdp
6576593,Samsung - 65” Class LS03D The Frame Series QLED 4K with Anti-Reflection and Slim Fit Wall Mount Included (2024),QN65LS03DAFXZA,887276822594,1299.99,999.99,True,300.0,23.08,2026-03-23T00:02:40,https://api.bestbuy.com/click/-/6576593/pdp
6578570,"Sony - 85"" class BRAVIA 7 Mini LED QLED 4K UHD Smart Google TV (2024)",K85XR70,027242930001,2799.99,2499.99,True,300.0,10.71,2026-02-23T00:02:59,https://api.bestbuy.com/click/-/6578570/pdp
6577013,"Hisense - 55"" Class U8 Series Mini-LED 4K UHD QLED Smart Google TV (2024)",55U8N,888143018539,799.99,639.99,True,160.0,20.0,2025-11-14T06:29:17,https://api.bestbuy.com/click/-/6577013/pdp
6575162,Samsung - 55” Class Q60D Series QLED 4K Smart Tizen TV (2024),QN55Q60DAFXZA,887276817569,799.99,559.99,True,240.0,30.0,2025-08-19T00:03:20,https://api.bestbuy.com/click/-/6575162/pdp
6578572,"Sony - 75"" class BRAVIA 7 Mini LED QLED 4K UHD Smart Google TV (2024)",K75XR70,027242930018,2199.99,1999.99,True,200.0,9.09,2026-03-02T00:02:41,https://api.bestbuy.com/click/-/6578572/pdp
6576585,Samsung - 55” Class LS03D The Frame Series QLED 4K with Anti-Reflection and Slim Fit Wall Mount Included (2024),QN55LS03DAFXZA,887276822587,999.99,699.99,True,300.0,30.0,2026-04-23T00:02:41,https://api.bestbuy.com/click/-/6576585/pdp
6578571,"Sony - 65"" class BRAVIA 7 Mini LED QLED 4K UHD Smart Google TV (2024)",K65XR70,027242930025,1699.99,1599.99,True,100.0,5.88,2026-03-02T00:02:56,https://api.bestbuy.com/click/-/6578571/pdp
6578044,"LG - 77"" Class C4 Series OLED evo 4K UHD Smart webOS TV (2024)",OLED77C4PUA,195174076750,2499.99,1975.99,True,524.0,20.96,2025-12-31T00:02:30,https://api.bestbuy.com/click/-/6578044/pdp
6544735,"Sony - 75"" Class BRAVIA XR X90L LED 4K UHD Smart Google TV (2023)",XR75X90L,027242927421,1699.99,1189.99,True,510.0,30.0,2025-11-14T06:20:06,https://api.bestbuy.com/click/-/6544735/pdp
6544733,"Sony - 65"" Class BRAVIA XR X90L LED 4K UHD Smart Google TV (2023)",XR65X90L,027242927438,1199.99,849.99,True,350.0,29.17,2026-04-13T00:02:40,https://api.bestbuy.com/click/-/6544733/pdp
6621820,"LG - 97"" Class G5 Series OLED evo AI 4K UHD Smart webOS TV with One Wall Design (2025)",OLED97G5WUA,195174106358,24999.99,14999.99,True,10000.0,40.0,2026-04-23T00:03:28,https://api.bestbuy.com/click/-/6621820/pdp
6613498,Samsung - 43” Class QN90F Series Neo QLED Mini LED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN43QN90FAFXZA,887276934501,999.99,999.99,False,0.0,0.0,2026-04-18T00:02:31,https://api.bestbuy.com/click/-/6613498/pdp
6613504,Samsung - 50” Class QN90F Series Neo QLED Mini LED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN50QN90FAFXZA,887276934532,1199.99,1099.99,True,100.0,8.33,2026-04-01T00:04:04,https://api.bestbuy.com/click/-/6613504/pdp
6613494,Samsung - 55” Class QN90F Series Neo QLED Mini LED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN55QN90FAFXZA,887276934549,1399.99,1299.99,True,100.0,7.14,2026-04-22T02:03:56,https://api.bestbuy.com/click/-/6613494/pdp
6621832,"LG - 55"" Class G5 Series OLED evo AI 4K UHD Smart webOS TV with One Wall Design (2025)",OLED55G5WUA,195174113707,1999.99,1399.99,True,600.0,30.0,2026-04-23T00:03:34,https://api.bestbuy.com/click/-/6621832/pdp
6621830,"LG - 83"" Class G5 Series OLED evo AI 4K UHD Smart webOS TV with One Wall Design (2025)",OLED83G5WUA,195174106303,6499.99,3999.99,True,2500.0,38.46,2026-04-22T10:36:36,https://api.bestbuy.com/click/-/6621830/pdp
6621467,"TCL - 85"" Class QM7K Series 4K UHD HDR QD Mini LED Smart TV with Google TV (2025)",85QM7K,846042041966,2499.99,1497.99,True,1002.0,40.08,2026-04-20T10:20:15,https://api.bestbuy.com/click/-/6621467/pdp
6613496,Samsung - 65” Class QN90F Series Neo QLED Mini LED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN65QN90FAFXZA,887276934556,1799.99,1599.99,True,200.0,11.11,2026-04-23T00:03:16,https://api.bestbuy.com/click/-/6613496/pdp
6621822,"LG - 83"" Class C5 Series OLED evo AI 4K UHD Smart webOS TV (2025)",OLED83C5PUA,195174106297,5399.99,3299.99,True,2100.0,38.89,2026-04-20T00:05:06,https://api.bestbuy.com/click/-/6621822/pdp
6621833,"LG - 42"" Class C5 Series OLED evo AI 4K UHD Smart webOS TV (2025)",OLED42C5PUA,195174103951,1099.99,899.99,True,200.0,18.18,2026-04-23T00:03:27,https://api.bestbuy.com/click/-/6621833/pdp
6621819,"LG - 77"" Class G5 Series OLED evo AI 4K UHD Smart webOS TV with One Wall Design (2025)",OLED77G5WUA,195174106198,3799.99,2899.99,True,900.0,23.68,2026-04-22T16:17:34,https://api.bestbuy.com/click/-/6621819/pdp
6621470,"TCL - 65"" Class QM7K Series 4K UHD HDR QD Mini LED Smart TV with Google TV (2025)",65QM7K,846042041942,1499.99,777.99,True,722.0,48.13,2026-04-18T06:30:51,https://api.bestbuy.com/click/-/6621470/pdp
6621817,"LG - 48"" Class C5 Series OLED evo AI 4K UHD Smart webOS TV (2025)",OLED48C5PUA,195174105993,1199.99,1099.99,True,100.0,8.33,2026-04-17T10:45:26,https://api.bestbuy.com/click/-/6621817/pdp
6621474,"TCL - 75"" Class QM7K Series 4K UHD HDR QD Mini LED Smart TV with Google TV (2025)",75QM7K,846042041959,1999.99,999.99,True,1000.0,50.0,2026-04-20T19:00:25,https://api.bestbuy.com/click/-/6621474/pdp
6621810,"LG - 65"" Class G5 Series OLED evo AI 4K UHD Smart webOS TV with One Wall Design (2025)",OLED65G5WUA,195174113721,3399.99,1999.99,True,1400.0,41.18,2026-04-23T00:03:34,https://api.bestbuy.com/click/-/6621810/pdp
6621468,"TCL - 55"" Class QM7K Series 4K UHD QD Mini LED Smart TV with Google TV (2025)",55QM7K,846042041935,749.99,687.99,True,62.0,8.27,2026-04-02T06:10:59,https://api.bestbuy.com/click/-/6621468/pdp
6621472,"TCL - 98"" Class QM7K Series 4K UHD HDR QD Mini LED Smart TV with Google TV (2025)",98QM7K,846042045308,3999.99,2199.99,True,1800.0,45.0,2026-03-23T10:00:26,https://api.bestbuy.com/click/-/6621472/pdp
6621828,"LG - 55"" Class C5 Series OLED evo AI 4K UHD Smart webOS TV (2025)",OLED55C5PUA,195174102664,1299.99,1199.99,True,100.0,7.69,2026-03-30T00:04:17,https://api.bestbuy.com/click/-/6621828/pdp
6621825,"LG - 77"" Class C5 Series OLED evo AI 4K UHD Smart webOS TV (2025)",OLED77C5PUA,195174102701,3699.99,1999.99,True,1700.0,45.95,2026-04-06T00:04:46,https://api.bestbuy.com/click/-/6621825/pdp
6621824,"LG - 65"" Class C5 Series OLED evo AI 4K UHD Smart webOS TV (2025)",OLED65C5PUA,195174102688,2699.99,1399.99,True,1300.0,48.15,2026-04-20T00:05:05,https://api.bestbuy.com/click/-/6621824/pdp
6621198,"Hisense - 100"" Class U8 Series MiniLED QLED UHD 4K HDR Smart Google TV (2025)",100U8QG,888143021775,6999.99,2977.96,True,4022.03,57.46,2026-04-20T10:00:23,https://api.bestbuy.com/click/-/6621198/pdp
6613452,Samsung - 77” Class S85F Series OLED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN77S85FAEXZA,887276934648,1899.99,1499.99,True,400.0,21.05,2026-04-20T00:04:30,https://api.bestbuy.com/click/-/6613452/pdp
6613495,Samsung - 42” Class S90F Series OLED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN42S90FAEXZA,887276946061,1099.99,949.99,True,150.0,13.64,2026-04-13T00:04:42,https://api.bestbuy.com/click/-/6613495/pdp
6614344,Samsung - 55” Class S85F Series OLED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN55S85FAFXZA,887276934624,1199.99,899.99,True,300.0,25.0,2026-04-13T00:04:46,https://api.bestbuy.com/click/-/6614344/pdp
6621197,"Hisense - 85"" Class U8 Series MiniLED QLED UHD 4K Smart Google TV (2025)",85U8QG,888143021768,3499.99,1799.99,True,1700.0,48.57,2026-04-20T00:05:06,https://api.bestbuy.com/click/-/6621197/pdp
6620384,"Hisense - 100"" Class U7 Series MiniLED QLED UHD 4K Smart Google TV (2025)",100U75QG,888143021812,4999.99,2199.99,True,2800.0,56.0,2026-01-16T06:13:42,https://api.bestbuy.com/click/-/6620384/pdp
6621205,"Hisense - 75"" Class U7 Series MiniLED QLED UHD 4K HDR Smart Google TV (2025)",75U75QG,888143021799,1999.99,899.99,True,1100.0,55.0,2026-03-05T06:05:49,https://api.bestbuy.com/click/-/6621205/pdp
6621200,"Hisense - 85"" Class U7 Series MiniLED QLED UHD 4K HDR Smart Google TV (2025)",85U75QG,888143021805,2499.99,1399.99,True,1100.0,44.0,2026-04-20T00:05:07,https://api.bestbuy.com/click/-/6621200/pdp
6621204,"Hisense - 65"" Class U7 Series MiniLED QLED UHD 4K HDR Smart Google TV (2025)",65U75QG,888143021676,1499.99,699.99,True,800.0,53.33,2026-03-23T00:04:42,https://api.bestbuy.com/click/-/6621204/pdp
6621214,"Hisense - 75"" Class U8 Series MiniLED QLED UHD 4K HDR Smart Google TV (2025)",75U8QG,888143021751,2499.99,1249.99,True,1250.0,50.0,2026-04-20T19:00:25,https://api.bestbuy.com/click/-/6621214/pdp
6613448,Samsung - 85” Class QN90F Series Neo QLED Mini LED 4K UHD SamsungVision AI Smart TizenTV (2025),QN85QN90FAFXZA,887276934563,2699.99,2499.99,True,200.0,7.41,2026-04-02T11:41:25,https://api.bestbuy.com/click/-/6613448/pdp
6620383,"Hisense - 55"" Class U8 Series MiniLED QLED UHD 4K HDR Smart Google TV (2025)",55U8QG,888143021737,1499.99,798.99,True,701.0,46.73,2026-04-17T06:45:47,https://api.bestbuy.com/click/-/6620383/pdp
6623850,"Sony - 55"" Class BRAVIA 5 Mini LED 4K UHD Smart Google TV (2025)",K55XR50,027242932746,1399.99,999.99,True,400.0,28.57,2026-03-16T00:05:59,https://api.bestbuy.com/click/-/6623850/pdp
6613455,Samsung - 75” Class QN90F Series Neo QLED Mini LED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN75QN90FAFXZA,887276934525,1999.99,1699.99,True,300.0,15.0,2026-04-21T00:03:02,https://api.bestbuy.com/click/-/6613455/pdp
6621215,"Hisense - 65"" Class U8 Series MiniLED QLED UHD 4K HDR Smart Google TV (2025)",65U8QG,888143021744,2199.99,999.99,True,1200.0,54.55,2026-04-23T06:29:14,https://api.bestbuy.com/click/-/6621215/pdp
6620386,"Hisense - 55"" Class U7 Series MiniLED QLED UHD 4K HDR Smart Google TV (2025)",55U75QG,888143021782,1299.99,579.99,True,720.0,55.39,2026-04-08T00:02:32,https://api.bestbuy.com/click/-/6620386/pdp
6613501,Samsung - 55” Class S90F Series OLED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN55S90FAFXZA,887276945255,1299.99,1199.99,True,100.0,7.69,2026-03-30T00:03:54,https://api.bestbuy.com/click/-/6613501/pdp
6613492,Samsung - 65” Class S95F Series OLED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN65S95FAFXZA,887276952635,2599.99,2199.99,True,400.0,15.38,2026-04-20T00:04:30,https://api.bestbuy.com/click/-/6613492/pdp
6613462,Samsung - 77” Class S90F Series OLED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN77S90FAFXZA,887276946054,3499.99,1999.99,True,1500.0,42.86,2026-04-20T00:04:24,https://api.bestbuy.com/click/-/6613462/pdp
6613491,Samsung - 65” Class S90F Series OLED 4K UHD SamsungVision AI Smart Tizen TV (2025),QN65S90FAFXZA,887276946085,2499.99,1399.99,True,1100.0,44.0,2026-04-23T00:03:09,https://api.bestbuy.com/click/-/6613491/pdp
6613456,Samsung - 75” Class QN990F Series Neo QLED 8K Mini LED SamsungVision AI Smart Tizen TV (2025),QN75QN990FFXZA,887276944678,6199.99,5499.99,True,700.0,11.29,2026-04-21T00:03:02,https://api.bestbuy.com/click/-/6613456/pdp
6613463,Samsung - 85” Class QN990F Series Neo QLED 8K Mini LED SamsungVision AI Smart Tizen TV (2025),QN85QN990FFXZA,887276944685,7999.99,7999.99,False,0.0,0.0,2026-04-21T00:02:54,https://api.bestbuy.com/click/-/6613463/pdp
6613490,Samsung - 65” Class QN990F Series Neo QLED 8K Mini LED SamsungVision AI Smart Tizen TV (2025),QN65QN990FFXZA,887276936789,5299.99,4499.99,True,800.0,15.09,2026-04-21T00:03:11,https://api.bestbuy.com/click/-/6613490/pdp
6613453,Samsung - 75” Class QN900F Series Neo QLED 8K Mini LED SamsungVision AI Smart Tizen TV (2025),QN75QN900FFXZA,887276936826,3799.99,3000.99,True,799.0,21.03,2026-04-08T00:04:25,https://api.bestbuy.com/click/-/6613453/pdp
